userid,newsid
3709620,100643915
3709672,100643352
3709672,100643299
3709676,100643512
3709676,100643481
3709714,100648004
3709714,100647962
3710683,100643811
3710683,100647931
3711649,100646782
3711649,100647885
3711698,100641991
3711698,100641856
3712377,100643915
3712377,100645503
3714258,100647336
3714258,100650144
3714518,100644706
3714518,100644648
3714553,100648503
3714553,100647980
3714589,100642391
3714589,100642603
3714897,100643352
3714897,100643299
3715170,100644648
3715170,100645933
3715317,100643267
3715317,100643203
3715813,100645359
3715813,100644102
3715989,100652817
3715989,100652788
3716713,100641066
3716713,100647530
3717160,100646778
3717160,100646760
3717259,100647230
3717259,100647232
3717725,100641101
3717725,100640878
3718650,100650144
3718650,100649924
3719303,100647427
3719303,100647597
3719329,100647575
3719329,100648063
3719544,100639602
3719544,100639531
3719625,100647662
3719625,100647907
3719854,100645933
3719854,100645359
3720603,100657159
3720603,100650552
3720832,100637151
3720832,100640893
3721349,100646821
3721349,100646778
3721363,100652168
3721363,100652086
3721442,100651008
3721442,100649707
3721554,100643811
3721554,100643761
3721602,100647521
3721602,100647662
3721822,100648503
3721822,100647980
3724091,100648503
3724091,100647980
3724148,100588820
3724148,100375299
3724181,100645962
3724181,100645322
3724998,100647521
3724998,100647662
3725215,100647190
3725215,100646751
3725425,100646770
3725425,100648503
3725675,100643267
3725675,100643203
3726139,100646409
3726139,100646337
3726150,100650696
3726150,100650677
3727622,100580685
3727622,100637151
3728175,100648503
3728175,100647980
3728411,100655380
3728411,100654109
3729361,100642603
3729361,100642391
3729710,100642813
3729710,100644706
3729818,100643761
3729818,100644706
3730160,100650742
3730160,100650720
3730403,100653327
3730403,100653275
3730717,100651046
3730717,100658670
3731076,100608065
3731076,100588864
3731609,100558276
3731609,100617522
3731827,100646782
3731827,100646891
3732051,100646337
3732051,100646178
3732243,100655960
3732243,100655375
3732698,100646409
3732698,100646337
3732773,100647980
3732773,100648503
3733002,100648503
3733002,100647980
3733725,100645310
3733725,100644937
3734000,100647931
3734000,100647907
3734266,100635560
3734266,100638980
3734603,100656709
3734603,100655565
3734704,100644648
3734704,100644566
3734847,100644102
3734847,100643915
3736471,100640893
3736471,100637151
3737080,100647885
3737080,100647407
3737114,100653515
3737114,100647745
3737910,100651276
3737910,100651265
3737944,100643761
3737944,100643512
3738549,100646171
3738549,100647125
3739811,100651247
3739811,100651215
3740129,100648503
3740129,100647980
3740284,100648235
3740284,100647931
3740344,100644937
3740344,100644706
3741087,100645366
3741087,100645532
3741443,100647230
3741443,100647232
3741589,100646891
3741589,100646821
3742047,100645933
3742047,100647384
3742642,100645933
3742642,100645864
3742790,100646770
3742790,100644102
3743534,100591228
3743534,100582562
3744945,100647521
3744945,100647662
3745157,100646337
3745157,100645933
3745610,100647230
3745610,100647226
3745726,100644977
3745726,100644911
3746401,100643811
3746401,100647336
3746828,100642789
3746828,100646782
3747132,100644648
3747132,100644566
3747180,100646409
3747180,100646337
3747886,100652447
3747886,100652409
3748255,100643866
3748255,100644095
3748267,100644937
3748267,100644706
3748458,100643431
3748458,100643210
3748607,100650992
3748607,100651215
3748772,100650720
3748772,100650696
3748963,100651215
3748963,100651048
3751621,100649597
3751621,100652773
3752856,100646409
3752856,100647384
3753019,100644977
3753019,100643811
3753106,100646891
3753106,100647068
3754370,100647980
3754370,100648503
3754539,100647068
3754539,100646891
3755757,100646120
3755757,100644566
3756001,100646409
3756001,100646337
3757072,100643761
3757072,100643512
3757769,100647230
3757769,100647237
3757923,100657283
3757923,100649705
3758095,100647907
3758095,100647521
3758412,100645485
3758412,100644102
3758609,100648235
3758609,100647931
3758814,100655565
3758814,100651212
3760961,100643866
3760961,100643789
3761471,100651441
3761471,100646751
3762286,100644937
3762286,100644706
3762655,100628508
3762655,100658506
3762787,100642813
3762787,100642391
3762834,100647190
3762834,100647737
3763305,100646782
3763305,100646872
3763387,100648503
3763387,100647980
3763501,100637136
3763501,100634859
3763743,100647745
3763743,100647712
3764094,100647885
3764094,100647427
3764315,100647243
3764315,100647190
3764626,100640893
3764626,100652966
3765795,100658380
3765795,100652467
3765832,100648717
3765832,100648634
3766476,100589430
3766476,100589429
3767058,100654438
3767058,100650552
3768119,100652409
3768119,100652271
3769069,100646821
3769069,100646778
3769598,100650144
3769598,100656714
3772195,100651182
3772195,100633200
3772757,100656714
3772757,100654109
3772834,100647931
3772834,100647521
3773081,100648503
3773081,100647980
3773105,100644566
3773105,100646120
3773553,100637151
3773553,100649260
3773722,100645864
3773722,100645546
3773826,100649275
3773826,100647528
3774211,100651276
3774211,100651265
3774294,100646760
3774294,100646778
3775984,100645828
3775984,100641066
3776514,100646891
3776514,100647384
3776694,100657693
3776694,100657760
3777534,100645933
3777534,100645864
3777981,100641469
3777981,100644699
3778858,100651276
3778858,100651265
3779814,100655733
3779814,100655552
3780925,100646947
3780925,100647980
3780994,100643352
3780994,100643299
3781714,100648564
3781714,100648909
3781951,100648503
3781951,100647980
3782525,100648768
3782525,100648752
3782894,100650261
3782894,100650444
3784467,100649275
3784467,100643788
3785183,100649924
3785183,100649853
3785687,100650144
3785687,100649260
3788273,100648503
3788273,100647980
3789097,100647745
3789097,100653515
3792157,100645933
3792157,100645864
3793051,100647232
3793051,100647226
3793708,100645864
3793708,100645546
3794279,100642789
3794279,100641984
3794980,100643125
3794980,100648039
3796633,100647235
3796633,100647782
3796879,100646782
3796879,100646770
3797827,100650174
3797827,100650156
3798955,100647226
3798955,100647243
3799257,100651265
3799257,100651247
3799441,100647597
3799441,100647427
3800987,100645716
3800987,100646879
3801349,100645310
3801349,100644937
3803685,100654489
3803685,100654990
3805158,100650261
3805158,100650444
3805465,100651920
3805465,100651046
3805819,100648598
3805819,100649064
3806478,100645546
3806478,100645503
3808553,100647230
3808553,100647232
3810913,100652966
3810913,100653351
3812210,100645933
3812210,100645864
3812760,100634859
3812760,100640893
3813301,100645933
3813301,100646409
3817688,100647407
3817688,100646147
3819732,100647384
3819732,100647068
3820083,100648040
3820083,100651337
3821092,100647745
3821092,100653515
3822045,100647336
3822045,100653327
3825347,100648503
3825347,100647980
3829917,100644102
3829917,100643915
3832064,100655565
3832064,100651212
3832787,100652966
3832787,100652919
3833704,100646760
3833704,100652788
3835251,100649202
3835251,100652418
3835545,100654151
3835545,100647627
3835880,100642302
3835880,100642311
3840220,100648728
3840220,100648706
3840514,100655565
3840514,100656709
3844560,100644102
3844560,100644706
3845333,100655399
3845333,100655198
3852648,100645359
3852648,100644937
3854083,100648634
3854083,100648717
3856104,100648235
3856104,100651950
3856529,100647232
3856529,100647235
3857870,100652621
3857870,100647737
3860694,100648013
3860694,100652467
3863667,100646483
3863667,100647384
3864870,100640311
3864870,100641484
3869285,100648503
3869285,100647980
3872982,100650720
3872982,100650696
3874431,100650633
3874431,100649503
3875994,100651276
3875994,100651265
3878140,100651308
3878140,100649569
3880832,100648634
3880832,100656099
3881421,100651104
3881421,100654112
3881635,100653104
3881635,100652935
3882529,100641066
3882529,100441145
3883584,100650617
3883584,100650488
3886459,100613057
3886459,100623542
3904171,100648778
3904171,100490638
3904977,100650144
3904977,100649924
3908585,100650250
3908585,100650191
3915704,100649503
3915704,100648820
3917609,100651276
3917609,100651265
3920367,100651397
3920367,100652075
3921677,100656150
3921677,100656591
3925296,100653892
3925296,100654022
3926038,100633200
3926038,100651182
3926198,100656737
3926198,100648225
3930513,100642618
3930513,100642302
3934440,100652020
3934440,100651992
3940348,100650633
3940348,100649597
3941404,100653275
3941404,100653104
3943923,100652935
3943923,100652817
3946442,100657571
3946442,100655565
3947105,100649633
3947105,100651898
3947332,100642596
3947332,100642684
3950186,100649853
3950186,100649924
3954539,100653308
3954539,100653335
3954819,100647521
3954819,100647384
3955889,100649260
3955889,100656591
3958911,100655565
3958911,100650824
3960406,100647597
3960406,100230583
3965973,100646965
3965973,100650718
3966433,100644634
3966433,100642735
3970923,100651397
3970923,100651913
3970967,100651344
3970967,100648598
3972948,100649202
3972948,100649260
3979415,100364045
3979415,100341960
3983263,100651212
3983263,100655565
3986140,100650992
3986140,100651344
3987000,100650824
3987000,100656591
3991423,100650824
3991423,100655565
3995943,100656591
3995943,100651212
3998627,100652168
3998627,100649581
3998774,100650617
3998774,100650488
3999459,100646751
3999459,100651337
4003792,100647672
4003792,100651182
4009893,100646770
4009893,100646947
4012925,100650261
4012925,100650156
4013982,100650824
4013982,100652418
4014478,100655565
4014478,100650824
4015455,100652788
4015455,100652447
4018810,100658385
4018810,100656207
4021048,100658705
4021048,100650266
4025810,100655109
4025810,100658705
4026813,100650261
4026813,100650444
4032931,100654990
4032931,100651008
4041990,100642301
4041990,100586036
4045204,100653104
4045204,100652935
4046560,100280989
4046560,100592946
4055367,100647672
4055367,100653515
4057667,100656591
4057667,100651212
4058456,100653093
4058456,100653785
4061975,100650552
4061975,100658705
4065062,100642301
4065062,100586036
4066747,100651344
4066747,100648752
4071850,100658670
4071850,100651046
4075896,100649064
4075896,100649889
4081139,100656591
4081139,100650824
4081974,100656591
4081974,100658012
4083206,100650824
4083206,100649260
4088392,100648706
4088392,100648503
4090726,100647659
4090726,100651046
4091365,100655399
4091365,100336018
4100965,100648984
4100965,100646782
4104474,100652447
4104474,100652409
4105341,100650368
4105341,100654151
4109042,100652418
4109042,100651212
4109246,100651502
4109246,100655565
4115067,100655565
4115067,100652773
4117057,100654109
4117057,100658670
4118604,100649364
4118604,100650052
4131154,100655565
4131154,100650824
4133880,100647226
4133880,100647230
4134945,100656714
4134945,100656737
4137114,100647384
4137114,100647068
4137812,100649581
4137812,100649562
4145297,100648582
4145297,100648235
4151602,100649503
4151602,100649260
4153531,100654109
4153531,100655380
4154272,100645485
4154272,100644102
4156809,100651021
4156809,100653902
4163352,100647627
4163352,100656737
4164301,100631223
4164301,100575399
4164767,100645864
4164767,100647336
4164876,100643431
4164876,100645366
4164989,100647712
4164989,100653515
4166025,100639264
4166025,100639177
4166204,100648634
4166204,100647384
4166424,100648634
4166424,100647336
4166508,100650689
4166508,100648598
4167140,100647336
4167140,100647427
4167209,100648634
4167209,100648717
4167347,100509056
4167347,100464175
4168111,100646770
4168111,100648503
4169430,100645933
4169430,100645864
4170486,100640772
4170486,100640492
4170530,100614696
4170530,100640931
4170844,100490546
4170844,100491201
4171583,100652935
4171583,100652817
4171593,100647597
4171593,100647427
4171681,100645864
4171681,100644937
4172594,100652086
4172594,100652020
4173185,100649548
4173185,100648503
4173379,100651212
4173379,100649202
4174811,100647336
4174811,100647407
4175952,100648634
4175952,100647931
4176423,100651265
4176423,100651215
4178573,100644706
4178573,100644648
4180730,100648598
4180730,100649503
4181473,100646483
4181473,100647384
4182625,100655399
4182625,100655455
4182948,100645503
4182948,100645359
4183559,100654432
4183559,100647890
4183608,100645503
4183608,100645310
4184560,100645864
4184560,100645546
4184907,100645864
4184907,100645546
4186701,100646120
4186701,100647885
4187963,100648011
4187963,100644631
4188082,100645962
4188082,100645448
4188781,100646891
4188781,100646821
4188985,100647597
4188985,100650156
4189548,100646770
4189548,100648503
4189778,100649635
4189778,100650266
4191079,100642505
4191079,100642333
4191754,100598261
4191754,100647782
4192556,100637151
4192556,100651182
4193070,100647782
4193070,100654112
4194495,100646409
4194495,100646337
4197086,100645485
4197086,100645359
4198452,100646483
4198452,100647521
4199546,100645933
4199546,100645485
4200450,100589227
4200450,100649540
4201635,100460797
4201635,100553667
4201850,100647530
4201850,100645933
4203312,100648735
4203312,100648568
4203842,100647799
4203842,100648598
4203868,100655109
4203868,100655052
4205180,100637151
4205180,100651182
4205275,100647597
4205275,100647427
4206140,100646483
4206140,100637151
4206184,100643352
4206184,100643299
4206375,100646879
4206375,100648634
4206837,100657146
4206837,100656815
4207824,100647672
4207824,100653515
4210392,100647575
4210392,100648999
4210754,100637175
4210754,100653403
4210762,100645310
4210762,100644937
4210864,100646409
4210864,100646120
4213723,100646404
4213723,100647057
4214907,100515626
4214907,100559450
4215625,100658140
4215625,100658166
4215798,100646782
4215798,100645864
4216865,100648598
4216865,100648706
4217957,100407555
4217957,100649064
4218036,100645933
4218036,100645864
4218135,100637151
4218135,100651182
4219409,100640197
4219409,100648634
4219448,100648597
4219448,100648724
4220439,100648634
4220439,100648597
4220641,100647672
4220641,100651182
4225697,100646770
4225697,100648503
4228064,100647597
4228064,100647427
4229760,100645546
4229760,100645503
4230392,100649260
4230392,100655565
4235359,100646337
4235359,100646178
4235566,100593911
4235566,100559450
4236202,100599238
4236202,100598009
4237143,100655170
4237143,100634092
4238836,100644977
4238836,100637175
4239806,100650611
4239806,100651481
4239820,100651215
4239820,100650720
4240081,100645485
4240081,100645310
4240428,100648598
4240428,100649260
4241010,100647226
4241010,100647235
4242972,100648915
4242972,100648830
4243674,100658797
4243674,100656223
4244295,100653515
4244295,100647745
4245476,100538752
4245476,100644314
4245925,100645933
4245925,100645864
4246804,100647672
4246804,100653327
4248530,100640038
4248530,100651348
4249603,100647745
4249603,100653515
4252467,100643761
4252467,100645485
4253405,100559630
4253405,100630046
4256298,100648616
4256298,100648564
4258090,100580791
4258090,100642618
4259892,100637151
4259892,100646120
4265560,100647745
4265560,100653515
4266774,100611367
4266774,100573350
4266856,100648752
4266856,100648582
4274081,100647336
4274081,100647427
4274317,100648628
4274317,100648598
4275678,100648598
4275678,100648595
4277199,100658670
4277199,100651676
4280941,100648706
4280941,100648503
4285352,100647745
4285352,100647672
4287231,100648634
4287231,100648717
4290732,100648593
4290732,100648402
4291799,100650992
4291799,100650720
4302700,100655604
4302700,100651406
4312322,100648976
4312322,100649503
4313063,100658670
4313063,100654109
4313074,100650156
4313074,100649924
4313384,100647230
4313384,100647232
4315033,100647243
4315033,100647190
4316559,100656637
4316559,100656616
4317182,100648619
4317182,100648593
4321108,100658705
4321108,100655113
4324619,100652121
4324619,100651913
4331461,100612714
4331461,100612707
4338413,100649581
4338413,100649562
4339410,100649260
4339410,100648593
4343230,100649503
4343230,100655938
4344301,100645310
4344301,100645485
4358279,100645485
4358279,100645310
4369482,100646891
4369482,100646821
4376879,100658012
4376879,100655565
4378330,100655700
4378330,100647627
4379280,100655565
4379280,100650824
4393450,100657159
4393450,100648820
4420890,100648717
4420890,100614696
4422026,100652418
4422026,100656591
4423228,100649202
4423228,100651212
4430068,100654112
4430068,100649311
4443193,100648598
4443193,100649179
4455917,100656150
4455917,100656099
4465812,100642630
4465812,100642309
4475629,100647597
4475629,100647427
4481210,100648582
4481210,100648235
4486511,100658670
4486511,100655104
4493362,100647926
4493362,100651343
4493978,100646879
4493978,100658670
4496486,100656714
4496486,100648820
4496540,100650742
4496540,100650720
4496604,100648802
4496604,100648830
4496755,100642311
4496755,100642302
4496924,100645864
4496924,100645546
4497138,100648802
4497138,100648830
4497399,100647521
4497399,100647384
4497658,100634641
4497658,100642556
4497757,100646409
4497757,100646337
4497812,100645359
4497812,100644937
4497841,100646483
4497841,100646409
4497880,100646337
4497880,100646178
4497900,100646778
4497900,100646760
4497909,100646409
4497909,100646337
4497946,100647384
4497946,100646891
4498620,100535973
4498620,100499234
4498632,100647931
4498632,100647907
4499115,100646337
4499115,100646178
4499170,100645503
4499170,100645546
4499198,100646821
4499198,100646778
4499206,100641085
4499206,100640865
4499231,100648235
4499231,100647931
4499234,100647068
4499234,100646891
4499295,100643210
4499295,100642745
4499317,100647521
4499317,100648802
4499377,100647384
4499377,100647068
4499507,100648235
4499507,100647931
4499543,100646891
4499543,100647384
4499613,100646760
4499613,100646483
4499673,100637541
4499673,100648802
4499868,100638015
4499868,100637831
4500038,100646337
4500038,100646178
4500039,100641290
4500039,100641221
4500058,100647931
4500058,100647907
4500059,100650696
4500059,100650677
4500074,100639177
4500074,100638609
4500691,100646337
4500691,100646178
4500731,100608065
4500731,100584518
4500863,100658380
4500863,100658399
4501206,100645485
4501206,100644937
4501223,100646891
4501223,100646821
4501630,100646337
4501630,100646178
4501649,100646821
4501649,100646778
4501775,100648235
4501775,100647931
4501812,100647931
4501812,100647907
4501826,100646337
4501826,100646178
4502663,100646891
4502663,100647384
4502697,100647384
4502697,100647068
4502884,100647384
4502884,100647068
4502929,100646891
4502929,100646821
4503019,100646178
4503019,100643512
4503086,100643512
4503086,100643481
4503545,100639882
4503545,100639812
4503913,100643352
4503913,100643299
4504025,100646409
4504025,100646337
4504061,100650720
4504061,100650696
4504385,100648582
4504385,100644937
4504413,100646821
4504413,100646778
4504443,100644937
4504443,100644706
4504473,100641991
4504473,100641856
4504481,100646483
4504481,100646337
4504514,100646337
4504514,100646178
4504948,100646821
4504948,100643512
4504970,100642988
4504970,100642813
4505000,100647931
4505000,100648752
4505171,100646891
4505171,100647384
4505206,100647931
4505206,100647907
4505296,100646891
4505296,100647384
4505363,100646760
4505363,100646483
4505633,100646483
4505633,100646337
4505807,100647907
4505807,100648582
4505969,100651809
4505969,100651659
4506373,100643352
4506373,100643299
4506415,100645546
4506415,100645503
4506610,100644648
4506610,100644566
4506741,100646483
4506741,100646409
4506828,100637831
4506828,100637562
4507067,100639177
4507067,100638609
4507087,100646409
4507087,100646337
4507261,100648752
4507261,100648984
4507307,100645366
4507307,100645532
4507410,100646483
4507410,100646409
4507427,100646821
4507427,100646778
4507498,100646147
4507498,100645335
4507939,100646821
4507939,100646778
4508080,100648717
4508080,100648915
4509016,100658819
4509016,100652596
4509251,100651976
4509251,100651880
4509310,100647931
4509310,100647907
4509472,100647384
4509472,100647068
4509502,100647068
4509502,100646891
4509510,100646178
4509510,100647427
4509513,100650444
4509513,100650261
4509947,100647068
4509947,100646891
4510413,100643267
4510413,100643203
4510881,100648634
4510881,100648717
4510960,100646409
4510960,100646337
4511140,100640492
4511140,100640355
4511223,100648752
4511223,100647068
4511505,100646821
4511505,100646778
4511574,100647662
4511574,100646821
4511622,100643352
4511622,100643299
4511624,100648802
4511624,100648830
4511960,100641290
4511960,100641221
4512070,100646891
4512070,100646821
4512147,100616844
4512147,100594464
4512422,100646891
4512422,100646821
4512462,100646409
4512462,100646337
4512500,100635225
4512500,100635150
4512623,100646483
4512623,100646337
4512970,100645864
4512970,100645546
4512987,100643811
4512987,100643761
4513056,100647068
4513056,100646891
4513149,100645485
4513149,100645359
4513826,100646483
4513826,100647384
4513873,100643352
4513873,100643299
4513880,100648802
4513880,100648830
4514248,100647662
4514248,100647907
4514339,100646409
4514339,100646337
4514453,100647228
4514453,100647237
4514863,100647384
4514863,100647068
4514867,100645864
4514867,100645546
4514897,100645546
4514897,100645503
4515408,100646821
4515408,100646778
4515499,100643481
4515499,100643352
4515637,100643352
4515637,100643299
4515658,100646483
4515658,100646409
4515742,100646120
4515742,100646483
4515919,100646337
4515919,100646178
4516109,100648582
4516109,100648235
4516149,100646483
4516149,100646337
4516744,100648807
4516744,100648503
4518043,100644102
4518043,100643915
4518067,100640355
4518067,100640279
4518107,100652271
4518107,100652168
4518224,100646778
4518224,100646409
4518237,100646778
4518237,100646760
4518550,100645310
4518550,100644937
4518666,100647336
4518666,100646947
4518679,100645503
4518679,100645485
4518856,100616277
4518856,100616112
4518989,100646760
4518989,100646483
4519049,100644937
4519049,100644706
4519405,100643915
4519405,100643811
4519899,100646337
4519899,100646178
4519914,100646891
4519914,100647384
4519962,100646337
4519962,100646178
4520089,100646409
4520089,100646337
4520091,100645485
4520091,100644937
4520373,100651247
4520373,100651215
4520841,100643203
4520841,100642988
4520894,100648915
4520894,100648830
4520917,100650696
4520917,100650677
4521257,100651276
4521257,100651265
4521300,100646483
4521300,100646409
4521499,100648802
4521499,100648830
4521732,100647226
4521732,100647237
4522893,100643512
4522893,100643481
4523201,100639812
4523201,100639789
4523389,100648778
4523389,100648807
4523671,100651397
4523671,100651046
4523724,100645546
4523724,100645503
4523741,100651046
4523741,100648063
4523775,100646778
4523775,100646760
4524631,100646778
4524631,100646760
4524689,100646821
4524689,100646778
4525040,100649260
4525040,100649064
4525292,100646409
4525292,100652086
4525321,100648582
4525321,100648235
4525987,100647384
4525987,100647068
4526267,100646891
4526267,100646821
4526330,100645933
4526330,100645864
4526509,100649924
4526509,100648235
4526969,100647931
4526969,100648235
4527509,100646483
4527509,100646337
4527539,100647885
4527539,100648582
4528025,100647521
4528025,100648235
4529136,100648634
4529136,100646821
4529675,100647384
4529675,100646891
4530283,100648235
4530283,100648634
4532027,100648582
4532027,100648235
4532031,100647427
4532031,100648634
4532400,100443557
4532400,100603877
4532778,100647384
4532778,100647068
4532879,100646483
4532879,100646409
4534114,100645485
4534114,100644937
4534285,100652020
4534285,100652168
4534995,100648598
4534995,100649202
4535227,100648778
4535227,100648807
4535275,100651215
4535275,100651048
4535630,100648235
4535630,100647931
4535722,100645366
4535722,100644977
4536358,100648582
4536358,100647336
4536545,100648235
4536545,100647931
4537683,100653275
4537683,100653104
4537764,100646770
4537764,100647980
4537824,100479135
4537824,100265806
4539746,100646891
4539746,100647384
4539781,100646891
4539781,100647384
4539870,100648598
4539870,100648595
4540613,100648778
4540613,100648968
4540943,100646891
4540943,100647384
4540958,100647907
4540958,100647662
4541793,100650156
4541793,100649064
4541975,100646760
4541975,100646483
4542151,100645503
4542151,100645485
4542356,100647931
4542356,100647907
4542406,100647068
4542406,100646891
4543014,100647384
4543014,100647068
4543160,100652919
4543160,100644977
4543285,100656815
4543285,100656637
4544974,100648717
4544974,100648634
4545541,100646821
4545541,100646778
4546591,100645864
4546591,100647336
4546658,100646891
4546658,100647384
4548014,100646821
4548014,100646337
4548316,100646120
4548316,100645359
4548567,100646821
4548567,100646778
4549075,100643761
4549075,100641221
4549430,100649558
4549430,100647931
4549740,100648595
4549740,100648796
4550486,100652392
4550486,100653878
4550830,100648235
4550830,100650261
4552456,100648968
4552456,100648503
4553400,100645864
4553400,100645546
4553947,100647931
4553947,100647907
4554367,100648235
4554367,100647931
4554670,100648752
4554670,100648984
4554876,100648752
4554876,100647068
4556180,100648752
4556180,100646483
4557178,100649574
4557178,100650261
4558259,100648752
4558259,100648582
4558452,100652817
4558452,100652788
4561252,100652596
4561252,100649110
4562000,100648331
4562000,100648557
4562916,100646891
4562916,100647384
4563360,100648724
4563360,100648595
4565720,100648598
4565720,100649503
4566727,100650742
4566727,100650720
4568586,100647931
4568586,100650261
4570740,100647384
4570740,100647068
4572307,100647980
4572307,100648503
4573592,100653104
4573592,100651276
4574124,100647384
4574124,100647068
4574603,100648634
4574603,100648582
4576352,100648235
4576352,100650261
4578344,100646778
4578344,100646409
4578468,100647712
4578468,100637151
4578986,100647384
4578986,100647068
4579523,100644706
4579523,100645864
4579930,100647931
4579930,100646760
4580910,100648235
4580910,100647931
4581541,100637175
4581541,100647712
4583184,100656150
4583184,100656099
4583225,100653327
4583225,100653275
4584243,100653515
4584243,100637175
4585170,100646760
4585170,100646483
4588156,100648235
4588156,100647931
4588406,100646947
4588406,100647427
4589828,100645933
4589828,100645864
4591083,100653275
4591083,100653104
4591127,100648807
4591127,100648968
4591220,100645933
4591220,100645864
4591855,100651215
4591855,100651048
4591931,100654109
4591931,100655104
4592808,100646483
4592808,100646409
4592891,100648763
4592891,100648706
4594270,100650742
4594270,100650720
4595590,100647662
4595590,100647521
4597210,100656329
4597210,100655833
4598697,100647931
4598697,100647907
4599044,100651265
4599044,100651247
4600268,100550776
4600268,100568228
4604126,100648915
4604126,100645310
4604436,100652020
4604436,100651992
4605080,100646409
4605080,100646337
4608088,100645828
4608088,100651344
4609644,100648752
4609644,100646483
4614123,100648634
4614123,100648582
4614184,100653853
4614184,100658380
4615359,100652086
4615359,100652020
4615575,100647672
4615575,100652919
4618496,100650720
4618496,100650696
4620083,100652998
4620083,100655455
4620772,100647384
4620772,100646760
4621801,100651276
4621801,100651265
4622400,100648717
4622400,100648634
4623945,100536695
4623945,100629707
4632475,100650720
4632475,100650696
4633070,100646337
4633070,100646178
4634346,100653327
4634346,100653275
4634770,100651344
4634770,100653351
4636219,100651809
4636219,100653892
4636250,100648830
4636250,100648752
4638283,100650742
4638283,100650720
4638691,100642813
4638691,100642391
4638949,100658372
4638949,100658380
4639757,100650261
4639757,100650444
4641897,100648582
4641897,100648235
4642586,100651276
4642586,100651265
4646017,100649202
4646017,100650824
4646465,100650444
4646465,100650696
4646668,100651265
4646668,100651247
4650320,100658705
4650320,100650552
4652099,100656329
4652099,100653986
4655794,100648796
4655794,100648752
4661656,100652935
4661656,100652817
4662295,100641301
4662295,100641225
4663667,100648598
4663667,100648799
4669833,100647913
4669833,100651104
4671532,100652271
4671532,100652168
4676371,100655399
4676371,100655297
4678108,100648796
4678108,100648921
4679860,100652586
4679860,100656454
4680673,100656090
4680673,100656136
4681082,100633289
4681082,100623000
4687214,100639797
4687214,100639602
4687509,100652168
4687509,100652086
4690914,100640184
4690914,100655369
4690998,100651344
4690998,100650174
4697176,100650144
4697176,100650174
4704763,100642684
4704763,100642301
4705755,100651397
4705755,100648225
4706336,100653327
4706336,100651344
4707749,100651247
4707749,100651215
4714518,100648915
4714518,100649503
4715480,100656815
4715480,100656637
4719265,100655565
4719265,100656709
4723807,100652817
4723807,100652788
4729151,100651344
4729151,100651276
4736607,100651247
4736607,100651215
4743149,100655375
4743149,100655297
4745347,100656369
4745347,100656099
4746334,100658822
4746334,100658705
4748179,100652271
4748179,100652168
4749165,100649260
4749165,100650824
4750004,100648820
4750004,100646879
4753788,100650696
4753788,100650677
4757393,100651265
4757393,100651247
4760989,100652271
4760989,100652168
4766820,100657161
4766820,100656627
4772252,100656737
4772252,100656714
4774821,100645310
4774821,100648752
4779312,100653104
4779312,100652935
4781801,100651104
4781801,100648013
4790726,100650164
4790726,100650151
4793329,100655565
4793329,100651212
4793514,100656037
4793514,100655960
4796030,100647672
4796030,100653515
4799523,100658797
4799523,100654109
4802464,100648984
4802464,100648013
4806326,100644052
4806326,100653515
4819122,100655552
4819122,100655399
4821534,100655248
4821534,100655161
4828391,100647662
4828391,100647521
4842129,100648717
4842129,100648634
4843396,100648634
4843396,100648582
4843446,100642333
4843446,100644672
4843906,100645485
4843906,100644937
4844004,100648915
4844004,100648830
4844056,100644937
4844056,100644706
4844285,100644588
4844285,100644128
4844425,100637541
4844425,100648634
4844489,100645485
4844489,100644937
4844492,100651265
4844492,100651247
4844573,100646483
4844573,100646337
4844609,100648634
4844609,100648582
4844905,100645485
4844905,100645359
4845009,100656737
4845009,100658705
4845193,100646778
4845193,100646760
4845452,100647384
4845452,100646891
4845481,100648763
4845481,100648728
4845716,100639414
4845716,100639278
4845722,100642170
4845722,100642085
4845733,100641379
4845733,100641301
4846211,100647384
4846211,100646891
4846261,100649574
4846261,100650261
4846950,100649179
4846950,100648994
4847071,100647068
4847071,100646891
4847117,100644102
4847117,100643915
4847127,100647427
4847127,100645933
4847143,100650261
4847143,100650444
4847264,100648235
4847264,100647931
4847342,100648717
4847342,100648634
4847718,100640893
4847718,100637151
4847879,100639177
4847879,100638609
4847910,100645503
4847910,100645546
4847924,100641991
4847924,100641856
4848058,100647384
4848058,100646891
4848212,100647907
4848212,100647662
4848748,100648984
4848748,100648915
4848869,100496904
4848869,100508979
4848871,100652168
4848871,100652086
4849007,100646821
4849007,100646778
4849054,100649202
4849054,100648598
4849441,100643512
4849441,100643481
4849816,100646821
4849816,100646778
4849857,100648235
4849857,100647931
4850072,100648598
4850072,100649202
4850258,100645864
4850258,100645546
4850720,100647931
4850720,100647907
4851038,100644937
4851038,100644706
4851117,100649260
4851117,100646120
4851235,100640286
4851235,100637541
4851357,100637562
4851357,100637541
4851492,100640355
4851492,100642170
4851877,100647336
4851877,100646947
4851891,100647068
4851891,100646891
4851939,100646778
4851939,100646760
4851944,100641568
4851944,100641379
4851949,100641379
4851949,100641301
4852438,100648915
4852438,100653351
4852514,100648235
4852514,100647931
4853174,100641101
4853174,100640878
4853295,100646337
4853295,100646178
4853604,100647384
4853604,100647068
4853612,100638488
4853612,100638306
4853717,100646891
4853717,100647384
4854001,100640893
4854001,100647745
